log_id,timestamp,ticker,contract_type,setup_quality,confluence_score,bias,price_at_scan,strike,stock_target,stop_level,expiry,entry_trigger,freshness_consumed_pct,freshness_stale,em_pct,target_em_ratio,target_adjusted,checked,checked_at,outcome_price,max_favorable_pct,max_adverse_pct,hit_target,hit_stop,entry_triggered,result
NVDA_20260727T170141.193910,2026-07-27T17:01:41.193910,NVDA,PUT,HIGH CONVICTION,78,BEARISH,196.32,195.0,194.2,15.0,1DTE,196.0,-0.122,no,,,no,yes,2026-07-28T15:01:48+00:00,196.8,0.29,0.01,no,yes,yes,LOSS
META_20260727T172128.985702,2026-07-27T17:21:28.985702,META,PUT,MODERATE,68,BEARISH,597.3,595.0,592.0,15.0,1DTE,597.0,-0.044,no,,,no,yes,2026-07-28T15:01:49+00:00,589.34,0.37,0.06,no,yes,yes,LOSS
QQQ_20260727T174135.960284,2026-07-27T17:41:35.960284,QQQ,PUT,HIGH CONVICTION,72,BEARISH,677.89,677.0,673.5,15.0,1DTE,677.5,-0.196,no,,,no,yes,2026-07-28T15:01:49+00:00,673.05,0.98,0.0,yes,yes,yes,LOSS
AAPL_20260728T143138.755852,2026-07-28T14:31:38.755852,AAPL,NONE,NO TRADE,38,NEUTRAL,338.02,,,,,340.0,,,,,no,yes,2026-07-29T12:30:54+00:00,,,,,,,NO_TRADE
AMZN_20260728T143239.888500,2026-07-28T14:32:39.888500,AMZN,PUT,HIGH CONVICTION,72,BEARISH,229.05,230.0,225.8,231.09,1DTE,229.0,0.069,no,,,no,yes,2026-07-29T12:30:54+00:00,230.9,0.22,1.04,no,yes,yes,LOSS
MSFT_20260728T143332.584113,2026-07-28T14:33:32.584113,MSFT,NONE,NO TRADE,42,NEUTRAL,395.03,,,,,,,,,,no,yes,2026-07-29T12:30:55+00:00,,,,,,,NO_TRADE
NVDA_20260728T143429.576356,2026-07-28T14:34:29.576356,NVDA,PUT,MODERATE,68,BEARISH,194.62,195.0,191.9,15.0,1DTE,194.4,-0.09,no,,,no,yes,2026-07-29T12:30:55+00:00,196.95,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260728T143534.272971,2026-07-28T14:35:34.272971,QQQ,PUT,HIGH CONVICTION,72,BEARISH,670.22,670.0,663.0,15.0,1DTE,669.5,-0.137,no,,,no,yes,2026-07-29T12:30:55+00:00,675.5,0.0,0.0,no,no,no,NOT_TRIGGERED
TSLA_20260728T143629.983431,2026-07-28T14:36:29.983431,TSLA,PUT,HIGH CONVICTION,72,BEARISH,302.17,300.0,296.0,15.0,1DTE,301.0,-0.316,no,,,no,yes,2026-07-29T12:30:55+00:00,307.49,0.0,0.0,no,no,no,NOT_TRIGGERED
META_20260728T143718.741628,2026-07-28T14:37:18.741628,META,PUT,HIGH CONVICTION,72,BEARISH,592.23,590.0,572.0,15.0,1DTE,592.0,0.019,no,,,no,yes,2026-07-29T12:30:55+00:00,593.66,0.44,0.29,no,yes,yes,LOSS
SPY_20260728T143816.916938,2026-07-28T14:38:16.916938,SPY,NONE,NO TRADE,48,NEUTRAL,738.33,,,,,738.18,,,,,no,yes,2026-07-29T12:30:56+00:00,,,,,,,NO_TRADE
AMZN_20260728T144139.068271,2026-07-28T14:41:39.068271,AMZN,PUT,HIGH CONVICTION,72,BEARISH,228.2,227.5,223.5,15.0,1DTE,228.2,-0.05,no,,,no,yes,2026-07-29T12:30:56+00:00,230.9,0.0,0.0,no,no,no,NOT_TRIGGERED
META_20260728T144237.385044,2026-07-28T14:42:37.385044,META,PUT,HIGH CONVICTION,74,BEARISH,591.76,590.0,574.0,15.0,1DTE,591.0,-0.065,no,,,no,yes,2026-07-29T12:30:56+00:00,593.66,0.27,0.46,no,yes,yes,LOSS
NVDA_20260728T144325.539321,2026-07-28T14:43:25.539321,NVDA,PUT,MODERATE,62,BEARISH,195.82,195.0,192.5,15.0,1DTE,195.46,-0.258,no,,,no,yes,2026-07-29T12:30:56+00:00,196.95,0.0,0.0,no,no,no,NOT_TRIGGERED
AMZN_20260728T145135.002707,2026-07-28T14:51:35.002707,AMZN,PUT,MODERATE,62,BEARISH,228.99,230.0,225.5,15.0,1DTE,228.5,-0.13,no,,,no,yes,2026-07-29T12:30:56+00:00,230.9,0.0,0.0,no,no,no,NOT_TRIGGERED
META_20260728T145220.411675,2026-07-28T14:52:20.411675,META,PUT,HIGH CONVICTION,72,BEARISH,592.33,590.0,574.0,15.0,1DTE,593.5,0.06,no,,,no,yes,2026-07-29T12:30:56+00:00,593.66,1.1,0.0,no,yes,yes,LOSS
MSFT_20260728T145316.414627,2026-07-28T14:53:16.414627,MSFT,CALL,LOW CONVICTION,52,LEANING,396.58,397.5,401.0,15.0,1DTE,397.5,-0.299,no,,,no,yes,2026-07-29T12:30:56+00:00,393.47,0.67,0.4,no,no,yes,WIN
NVDA_20260728T145403.135701,2026-07-28T14:54:03.135701,NVDA,NONE,NO TRADE,52,NEUTRAL,197.37,,,,,200.29,,,,,no,yes,2026-07-29T12:30:56+00:00,,,,,,,NO_TRADE
QQQ_20260728T145448.462089,2026-07-28T14:54:48.462089,QQQ,PUT,MODERATE,58,BEARISH,674.29,674.0,668.0,15.0,1DTE,674.29,0.049,no,,,no,yes,2026-07-29T12:30:56+00:00,675.5,0.36,0.05,no,yes,yes,LOSS
TSLA_20260728T145536.953214,2026-07-28T14:55:36.953214,TSLA,NONE,NO TRADE,42,NEUTRAL,304.79,,,,,,,,,,no,yes,2026-07-29T12:30:56+00:00,,,,,,,NO_TRADE
AAPL_20260728T150151.917612,2026-07-28T15:01:51.917612,AAPL,PUT,MODERATE,58,BEARISH,336.69,335.0,333.0,15.0,1DTE,337.49,0.143,no,,,no,yes,2026-07-29T12:30:57+00:00,340.16,0.0,0.0,no,no,no,NOT_TRIGGERED
META_20260728T150247.328119,2026-07-28T15:02:47.328119,META,PUT,HIGH CONVICTION,72,BEARISH,589.49,587.5,569.0,15.0,1DTE,589.0,0.008,no,,,no,yes,2026-07-29T12:30:57+00:00,593.66,0.0,0.0,no,no,no,NOT_TRIGGERED
AAPL_20260728T151158.558771,2026-07-28T15:11:58.558771,AAPL,NONE,NO TRADE,52,NEUTRAL,339.04,,,,,342.89,,,,,no,yes,2026-07-29T12:30:57+00:00,,,,,,,NO_TRADE
NVDA_20260728T151302.747306,2026-07-28T15:13:02.747306,NVDA,PUT,LOW CONVICTION,52,BEARISH,196.18,195.0,192.5,15.0,1DTE,195.18,-0.483,no,,,no,yes,2026-07-29T12:30:57+00:00,196.95,0.0,0.0,no,no,no,NOT_TRIGGERED
AMZN_20260728T152140.560132,2026-07-28T15:21:40.560132,AMZN,NONE,NO TRADE,42,NEUTRAL,230.6,,,,,232.15,,,,,no,yes,2026-07-29T12:30:57+00:00,,,,,,,NO_TRADE
META_20260728T152230.265188,2026-07-28T15:22:30.265188,META,PUT,LOW CONVICTION,52,BEARISH,593.57,590.0,579.0,599.0,1DTE,591.24,-0.22,no,,,no,yes,2026-07-29T12:30:57+00:00,593.66,0.0,0.0,no,no,no,NOT_TRIGGERED
MSFT_20260728T152333.993843,2026-07-28T15:23:33.993843,MSFT,CALL,MODERATE,62,BULLISH,399.5,402.5,403.5,15.0,1DTE,402.3,-2.308,no,,,no,yes,2026-07-29T12:30:57+00:00,393.47,0.0,0.0,no,no,no,NOT_TRIGGERED
NVDA_20260728T152418.423774,2026-07-28T15:24:18.423774,NVDA,PUT,LOW CONVICTION,52,NEUTRAL,197.72,197.5,194.5,15.0,1DTE,195.56,-1.887,no,,,no,yes,2026-07-29T12:30:57+00:00,196.95,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260728T152509.686358,2026-07-28T15:25:09.686358,QQQ,NONE,NO TRADE,47,NEUTRAL,676.44,,,,,676.44,,,,,no,yes,2026-07-29T12:30:57+00:00,,,,,,,NO_TRADE
SPY_20260728T152601.882467,2026-07-28T15:26:01.882467,SPY,CALL,MODERATE,58,BULLISH,741.39,742.0,744.5,15.0,1DTE,741.0,0.109,no,,,no,yes,2026-07-29T12:30:57+00:00,740.76,0.24,0.08,no,no,yes,FLAT
TSLA_20260728T152653.733571,2026-07-28T15:26:53.733571,TSLA,NONE,NO TRADE,38,NEUTRAL,306.05,,,,,,,,,,no,yes,2026-07-29T12:30:57+00:00,,,,,,,NO_TRADE
NVDA_20260728T153143.815754,2026-07-28T15:31:43.815754,NVDA,PUT,LOW CONVICTION,52,NEUTRAL,196.63,195.0,193.8,15.0,1DTE,195.55,-0.623,no,,,no,yes,2026-07-29T12:30:58+00:00,196.95,0.0,0.0,no,no,no,NOT_TRIGGERED
NVDA_20260728T154141.023267,2026-07-28T15:41:41.023267,NVDA,PUT,LOW CONVICTION,52,BEARISH,197.19,195.0,194.2,15.0,1DTE,195.6,-1.271,no,,,no,yes,2026-07-29T12:30:58+00:00,196.95,0.0,0.0,no,no,no,NOT_TRIGGERED
MSFT_20260728T155139.029275,2026-07-28T15:51:39.029275,MSFT,NONE,NO TRADE,48,NEUTRAL,397.09,,,,,398.22,,,,,no,yes,2026-07-29T12:30:58+00:00,,,,,,,NO_TRADE
NVDA_20260728T155229.669643,2026-07-28T15:52:29.669643,NVDA,NONE,NO TRADE,44,NEUTRAL,197.78,,,,,197.05,,,,,no,yes,2026-07-29T12:30:58+00:00,,,,,,,NO_TRADE
TSLA_20260728T160150.756096,2026-07-28T16:01:50.756096,TSLA,CALL,MODERATE,58,BULLISH,310.15,312.5,315.5,15.0,1DTE,310.5,0.088,no,,,no,yes,2026-07-29T12:30:58+00:00,307.49,0.0,0.0,no,no,no,NOT_TRIGGERED
META_20260728T161146.352097,2026-07-28T16:11:46.352097,META,NONE,NO TRADE,42,NEUTRAL,597.01,,,,,,,,,,no,yes,2026-07-29T12:30:58+00:00,,,,,,,NO_TRADE
TSLA_20260728T161232.540578,2026-07-28T16:12:32.540578,TSLA,NONE,NO TRADE,48,NEUTRAL,307.04,,,,,,,,,,no,yes,2026-07-29T12:30:58+00:00,,,,,,,NO_TRADE
MSFT_20260728T162140.732360,2026-07-28T16:21:40.732360,MSFT,CALL,MODERATE,58,BULLISH,398.66,400.0,402.0,15.0,1DTE,399.5,-0.326,no,,,no,yes,2026-07-29T12:30:58+00:00,393.47,0.01,1.78,no,no,yes,FLAT
AAPL_20260728T162233.928050,2026-07-28T16:22:33.928050,AAPL,NONE,NO TRADE,52,NEUTRAL,339.82,,,,,342.89,,,,,no,yes,2026-07-29T12:30:58+00:00,,,,,,,NO_TRADE
NVDA_20260728T163150.511837,2026-07-28T16:31:50.511837,NVDA,PUT,MODERATE,58,BEARISH,196.76,195.0,193.5,5.0,1DTE,197.7,0.247,no,,,no,yes,2026-07-29T14:52:56+00:00,192.37,0.18,0.28,no,yes,yes,LOSS
AMZN_20260728T163248.708827,2026-07-28T16:32:48.708827,AMZN,NONE,NO TRADE,52,NEUTRAL,231.57,,,,,231.9,,,,,no,yes,2026-07-29T14:52:57+00:00,,,,,,,NO_TRADE
QQQ_20260728T163341.080050,2026-07-28T16:33:41.080050,QQQ,PUT,MODERATE,58,BEARISH,677.02,677.0,673.5,15.0,1DTE,676.8,-0.064,no,,,no,yes,2026-07-29T14:52:57+00:00,668.1,0.01,0.33,no,yes,yes,LOSS
SPY_20260728T163427.205789,2026-07-28T16:34:27.205789,SPY,NONE,NO TRADE,38,NEUTRAL,741.18,,,,,,,,,,no,yes,2026-07-29T14:52:57+00:00,,,,,,,NO_TRADE
NVDA_20260728T164152.814715,2026-07-28T16:41:52.814715,NVDA,NONE,NO TRADE,52,NEUTRAL,197.54,,,,,,,,,,no,yes,2026-07-29T14:52:57+00:00,,,,,,,NO_TRADE
TSLA_20260728T164246.786765,2026-07-28T16:42:46.786765,TSLA,NONE,NO TRADE,42,NEUTRAL,307.61,,,,,305.0,,,,,no,yes,2026-07-29T14:52:58+00:00,,,,,,,NO_TRADE
NVDA_20260728T171135.619586,2026-07-28T17:11:35.619586,NVDA,PUT,MODERATE,58,BEARISH,197.43,197.5,194.0,15.0,1DTE,197.0,-0.142,no,,,no,yes,2026-07-29T14:52:58+00:00,192.35,0.17,0.22,no,yes,yes,LOSS
META_20260728T172132.716192,2026-07-28T17:21:32.716192,META,PUT,MODERATE,62,BEARISH,593.22,590.0,578.0,598.27,1DTE,593.0,-0.038,no,,,no,yes,2026-07-29T14:52:58+00:00,589.19,0.57,0.4,no,no,yes,WIN
AAPL_20260728T173149.195467,2026-07-28T17:31:49.195467,AAPL,NONE,NO TRADE,48,NEUTRAL,339.05,,,,,339.62,,,,,no,yes,2026-07-29T14:52:59+00:00,,,,,,,NO_TRADE
MSFT_20260728T173236.711736,2026-07-28T17:32:36.711736,MSFT,NONE,NO TRADE,38,NEUTRAL,398.12,,,,,,,,,,no,yes,2026-07-29T14:52:59+00:00,,,,,,,NO_TRADE
AMZN_20260728T174129.815465,2026-07-28T17:41:29.815465,AMZN,CALL,MODERATE,58,BULLISH,232.18,232.5,234.5,15.0,1DTE,232.5,-0.27,no,,,no,yes,2026-07-29T14:52:59+00:00,227.64,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260728T174219.616277,2026-07-28T17:42:19.616277,QQQ,NONE,NO TRADE,48,NEUTRAL,678.41,,,,,677.15,,,,,no,yes,2026-07-29T14:52:59+00:00,,,,,,,NO_TRADE
SPY_20260728T174307.200692,2026-07-28T17:43:07.200692,SPY,NONE,NO TRADE,42,NEUTRAL,741.24,,,,,,,,,,no,yes,2026-07-29T14:53:00+00:00,,,,,,,NO_TRADE
AMZN_20260728T175145.481369,2026-07-28T17:51:45.481369,AMZN,NONE,NO TRADE,48,NEUTRAL,231.32,,,,,,,,,,no,yes,2026-07-29T14:53:00+00:00,,,,,,,NO_TRADE
NVDA_20260728T175232.246260,2026-07-28T17:52:32.246260,NVDA,PUT,MODERATE,58,BEARISH,197.11,197.5,194.5,15.0,1DTE,197.09,-0.008,no,,,no,yes,2026-07-29T14:53:00+00:00,192.3,0.17,0.16,no,yes,yes,LOSS
TSLA_20260728T175326.901191,2026-07-28T17:53:26.901191,TSLA,NONE,NO TRADE,48,NEUTRAL,306.69,,,,,,,,,,no,yes,2026-07-29T14:53:00+00:00,,,,,,,NO_TRADE
AAPL_20260729T143201.776321,2026-07-29T14:32:01.776321,AAPL,NONE,NO TRADE,42,NEUTRAL,341.27,,,,,343.67,,,,,no,yes,2026-07-30T12:30:58+00:00,,,,,,,NO_TRADE
AMZN_20260729T143302.671741,2026-07-29T14:33:02.671741,AMZN,PUT,HIGH CONVICTION,74,BEARISH,227.62,227.5,224.2,15.0,1DTE,227.62,-0.058,no,,,no,yes,2026-07-30T12:30:58+00:00,226.71,0.07,0.21,no,yes,yes,LOSS
META_20260729T143404.409821,2026-07-29T14:34:04.409821,META,PUT,MODERATE,62,BEARISH,589.94,587.5,572.0,15.0,1DTE,592.05,0.124,no,,,no,yes,2026-07-30T12:30:59+00:00,587.0,0.69,0.0,no,yes,yes,LOSS
MSFT_20260729T143506.178287,2026-07-29T14:35:06.178287,MSFT,NONE,NO TRADE,38,NEUTRAL,393.64,,,,,395.92,,,,,no,yes,2026-07-30T12:30:59+00:00,,,,,,,NO_TRADE
NVDA_20260729T143610.699308,2026-07-29T14:36:10.699308,NVDA,PUT,HIGH CONVICTION,72,BEARISH,191.83,190.0,188.99,15.0,1DTE,191.5,-0.135,no,,,no,yes,2026-07-30T12:30:59+00:00,190.06,0.26,0.59,no,yes,yes,LOSS
QQQ_20260729T143713.386801,2026-07-29T14:37:13.386801,QQQ,PUT,HIGH CONVICTION,72,BEARISH,668.39,667.0,660.0,15.0,1DTE,668.0,-0.012,no,,,no,yes,2026-07-30T12:31:00+00:00,661.63,0.3,0.05,no,yes,yes,LOSS
SPY_20260729T143813.575980,2026-07-29T14:38:13.575980,SPY,PUT,MODERATE,62,BEARISH,735.29,735.0,728.5,15.0,1DTE,735.0,0.012,no,,,no,yes,2026-07-30T12:31:00+00:00,729.54,0.15,0.05,no,yes,yes,LOSS
TSLA_20260729T143912.019343,2026-07-29T14:39:12.019343,TSLA,PUT,HIGH CONVICTION,72,BEARISH,303.7,302.5,298.5,15.0,1DTE,303.0,-0.198,no,,,no,yes,2026-07-30T12:31:01+00:00,298.35,0.34,0.15,no,yes,yes,LOSS
NVDA_20260729T144141.345576,2026-07-29T14:41:41.345576,NVDA,PUT,HIGH CONVICTION,72,BEARISH,191.21,190.0,187.0,15.0,1DTE,191.0,-0.077,no,,,no,yes,2026-07-30T12:31:01+00:00,190.06,0.1,0.59,no,yes,yes,LOSS
TSLA_20260729T144226.426668,2026-07-29T14:42:26.426668,TSLA,PUT,HIGH CONVICTION,72,BEARISH,302.82,302.5,297.0,15.0,1DTE,302.0,-0.129,no,,,no,yes,2026-07-30T12:31:01+00:00,298.35,0.01,0.48,no,yes,yes,LOSS
NVDA_20260729T145135.268987,2026-07-29T14:51:35.268987,NVDA,PUT,MODERATE,62,BEARISH,191.79,190.0,189.0,15.0,1DTE,190.99,-0.465,no,,,no,yes,2026-07-30T12:31:01+00:00,190.06,0.1,0.59,no,yes,yes,LOSS
NVDA_20260729T150144.069174,2026-07-29T15:01:44.069174,NVDA,PUT,MODERATE,68,BEARISH,192.35,192.5,189.5,15.0,1DTE,192.0,-0.22,no,,,no,yes,2026-07-30T12:31:02+00:00,190.06,0.18,0.31,no,yes,yes,LOSS
META_20260729T151136.887097,2026-07-29T15:11:36.887097,META,PUT,HIGH CONVICTION,72,BEARISH,590.39,590.0,579.0,15.0,1DTE,591.61,0.088,no,,,no,yes,2026-07-30T12:31:02+00:00,587.0,0.19,0.23,no,yes,yes,LOSS
AAPL_20260729T154143.959218,2026-07-29T15:41:43.959218,AAPL,NONE,NO TRADE,38,NEUTRAL,340.36,,,,,340.77,,,,,no,yes,2026-07-30T12:31:02+00:00,,,,,,,NO_TRADE
AMZN_20260729T154230.875214,2026-07-29T15:42:30.875214,AMZN,PUT,MODERATE,68,BEARISH,228.3,227.5,225.9,15.0,1DTE,228.02,-0.182,no,,,no,yes,2026-07-30T12:31:02+00:00,226.71,0.18,0.39,no,yes,yes,LOSS
MSFT_20260729T154318.746597,2026-07-29T15:43:18.746597,MSFT,CALL,MODERATE,58,BULLISH,394.56,395.0,399.5,15.0,1DTE,396.0,-0.437,no,,,no,yes,2026-07-30T12:31:02+00:00,392.4,0.79,0.6,no,no,yes,WIN
QQQ_20260729T154411.793244,2026-07-29T15:44:11.793244,QQQ,PUT,HIGH CONVICTION,72,BEARISH,666.24,665.0,658.0,15.0,1DTE,666.0,-0.034,no,,,no,yes,2026-07-30T12:31:03+00:00,661.63,0.2,0.16,no,yes,yes,LOSS
SPY_20260729T154458.074384,2026-07-29T15:44:58.074384,SPY,PUT,HIGH CONVICTION,72,BEARISH,733.95,733.0,729.5,15.0,1DTE,733.95,-0.012,no,,,no,yes,2026-07-30T12:31:03+00:00,729.54,0.13,0.08,no,yes,yes,LOSS
TSLA_20260729T155214.613391,2026-07-29T15:52:14.613391,TSLA,PUT,MODERATE,68,BEARISH,302.31,300.0,297.5,15.0,1DTE,301.5,-0.204,no,,,no,yes,2026-07-30T12:31:03+00:00,298.35,0.55,0.13,no,yes,yes,LOSS
AMZN_20260729T160147.872395,2026-07-29T16:01:47.872395,AMZN,PUT,HIGH CONVICTION,72,BEARISH,227.67,227.5,224.5,230.44,1DTE,227.0,-0.242,no,,,no,yes,2026-07-30T12:31:03+00:00,226.71,0.37,0.57,no,no,yes,WIN
TSLA_20260729T161153.195322,2026-07-29T16:11:53.195322,TSLA,PUT,HIGH CONVICTION,78,BEARISH,300.58,300.0,296.5,15.0,1DTE,299.5,-0.269,no,,,no,yes,2026-07-30T12:31:04+00:00,298.35,0.61,1.03,no,yes,yes,LOSS
NVDA_20260729T161251.192803,2026-07-29T16:12:51.192803,NVDA,PUT,HIGH CONVICTION,80,BEARISH,191.28,190.0,188.5,15.0,1DTE,190.51,-0.45,no,,,no,yes,2026-07-30T12:31:04+00:00,190.06,0.26,0.94,no,yes,yes,LOSS
META_20260729T162132.284148,2026-07-29T16:21:32.284148,META,PUT,HIGH CONVICTION,72,BEARISH,587.2,585.0,574.0,15.0,1DTE,588.34,0.058,no,,,no,yes,2026-07-30T12:31:04+00:00,587.0,0.05,1.28,no,yes,yes,LOSS
AMZN_20260729T163152.059046,2026-07-29T16:31:52.059046,AMZN,NONE,NO TRADE,52,NEUTRAL,229.35,,,,,230.35,,,,,no,yes,2026-07-30T14:51:45+00:00,,,,,,,NO_TRADE
META_20260729T163243.538872,2026-07-29T16:32:43.538872,META,PUT,MODERATE,58,BEARISH,591.44,590.0,574.0,15.0,1DTE,590.21,-0.067,no,,,no,yes,2026-07-30T14:51:45+00:00,532.68,0.36,0.96,no,yes,yes,LOSS
MSFT_20260729T163331.005900,2026-07-29T16:33:31.005900,MSFT,NONE,NO TRADE,42,NEUTRAL,395.23,,,,,396.5,,,,,no,yes,2026-07-30T14:51:46+00:00,,,,,,,NO_TRADE
NVDA_20260729T163419.808550,2026-07-29T16:34:19.808550,NVDA,PUT,HIGH CONVICTION,72,BEARISH,191.7,190.0,188.77,15.0,1DTE,191.59,-0.025,no,,,no,yes,2026-07-30T14:51:46+00:00,195.18,0.06,0.3,no,yes,yes,LOSS
QQQ_20260729T163515.016494,2026-07-29T16:35:15.016494,QQQ,PUT,HIGH CONVICTION,71,BEARISH,666.34,665.0,658.0,15.0,1DTE,670.55,0.363,no,,,no,yes,2026-07-30T14:51:46+00:00,680.69,0.79,0.0,no,yes,yes,LOSS
AAPL_20260729T165137.527365,2026-07-29T16:51:37.527365,AAPL,NONE,NO TRADE,52,NEUTRAL,340.79,,,,,,,,,,no,yes,2026-07-30T14:51:46+00:00,,,,,,,NO_TRADE
SPY_20260729T165219.311957,2026-07-29T16:52:19.311957,SPY,PUT,HIGH CONVICTION,72,BEARISH,734.06,733.0,727.5,15.0,1DTE,734.06,0.014,no,,,no,yes,2026-07-30T14:51:46+00:00,736.85,0.43,0.23,no,yes,yes,LOSS
NVDA_20260729T171205.488732,2026-07-29T17:12:05.488732,NVDA,NONE,NO TRADE,42,NEUTRAL,192.74,,,,,192.13,,,,,no,yes,2026-07-30T14:51:46+00:00,,,,,,,NO_TRADE
AAPL_20260729T172132.802169,2026-07-29T17:21:32.802169,AAPL,NONE,NO TRADE,52,NEUTRAL,343.09,,,,,,,,,,no,yes,2026-07-30T14:51:46+00:00,,,,,,,NO_TRADE
TSLA_20260729T172224.058992,2026-07-29T17:22:24.058992,TSLA,NONE,NO TRADE,38,NEUTRAL,303.53,,,,,,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
AMZN_20260729T173139.705089,2026-07-29T17:31:39.705089,AMZN,NONE,NO TRADE,52,NEUTRAL,229.71,,,,,230.26,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
META_20260729T173227.321160,2026-07-29T17:32:27.321160,META,NONE,NO TRADE,38,NEUTRAL,592.91,,,,,,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
NVDA_20260729T173315.555834,2026-07-29T17:33:15.555834,NVDA,PUT,MODERATE,62,BEARISH,191.95,192.5,189.5,15.0,1DTE,191.89,-0.138,no,,,no,yes,2026-07-30T14:51:47+00:00,195.15,0.09,0.32,no,yes,yes,LOSS
QQQ_20260729T173408.927890,2026-07-29T17:34:08.927890,QQQ,NONE,NO TRADE,42,NEUTRAL,669.89,,,,,673.54,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
TSLA_20260729T173455.576662,2026-07-29T17:34:55.576662,TSLA,NONE,NO TRADE,44,NEUTRAL,302.89,,,,,305.15,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
MSFT_20260729T174136.482560,2026-07-29T17:41:36.482560,MSFT,NONE,NO TRADE,48,NEUTRAL,395.74,,,,,,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
TSLA_20260729T175209.832399,2026-07-29T17:52:09.832399,TSLA,NONE,NO TRADE,42,NEUTRAL,303.25,,,55.0,,305.12,,,,,no,yes,2026-07-30T14:51:47+00:00,,,,,,,NO_TRADE
AAPL_20260730T143203.873690,2026-07-30T14:32:03.873690,AAPL,PUT,MODERATE,62,BEARISH,330.76,330.0,324.0,15.0,1DTE,331.53,0.096,no,,,no,yes,2026-07-31T12:30:40+00:00,333.85,0.01,0.33,no,yes,yes,LOSS
AMZN_20260730T143311.934647,2026-07-30T14:33:11.934647,AMZN,CALL,MODERATE,58,BULLISH,237.89,240.0,243.5,15.0,1DTE,238.5,-0.1,no,,,no,yes,2026-07-31T12:30:40+00:00,236.03,0.42,0.35,no,no,yes,WIN
META_20260730T143417.543489,2026-07-30T14:34:17.543489,META,NONE,NO TRADE,52,NEUTRAL,530.77,,,,,548.51,,,,,no,yes,2026-07-31T12:30:40+00:00,,,,,,,NO_TRADE
MSFT_20260730T143517.779612,2026-07-30T14:35:17.779612,MSFT,NONE,NO TRADE,42,NEUTRAL,450.0,,,,,,,,,,no,yes,2026-07-31T12:30:40+00:00,,,,,,,NO_TRADE
NVDA_20260730T143613.295886,2026-07-30T14:36:13.295886,NVDA,CALL,MODERATE,58,BULLISH,196.91,197.5,200.5,15.0,1DTE,197.5,-0.177,no,,,no,yes,2026-07-31T12:30:40+00:00,195.15,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260730T143710.459609,2026-07-30T14:37:10.459609,QQQ,CALL,MODERATE,58,BULLISH,682.97,685.0,689.0,15.0,1DTE,683.5,0.005,no,,,no,yes,2026-07-31T12:30:40+00:00,683.6,0.24,0.18,no,no,yes,FLAT
SPY_20260730T143808.273836,2026-07-30T14:38:08.273836,SPY,NONE,NO TRADE,48,NEUTRAL,738.63,,,,,740.74,,,,,no,yes,2026-07-31T12:30:40+00:00,,,,,,,NO_TRADE
TSLA_20260730T143912.319144,2026-07-30T14:39:12.319144,TSLA,NONE,NO TRADE,52,NEUTRAL,308.3,,,,,,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
AAPL_20260730T144210.146638,2026-07-30T14:42:10.146638,AAPL,NONE,NO TRADE,52,NEUTRAL,332.06,,,,,336.82,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
META_20260730T144319.147804,2026-07-30T14:43:19.147804,META,NONE,NO TRADE,52,NEUTRAL,532.9,,,,,520.26,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
NVDA_20260730T145128.427962,2026-07-30T14:51:28.427962,NVDA,NONE,NO TRADE,42,NEUTRAL,195.52,,,,,199.69,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
TSLA_20260730T145222.131347,2026-07-30T14:52:22.131347,TSLA,NONE,NO TRADE,48,NEUTRAL,306.19,,,,,,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
META_20260730T150158.638453,2026-07-30T15:01:58.638453,META,NONE,NO TRADE,52,NEUTRAL,534.22,,,,,,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
MSFT_20260730T150245.079827,2026-07-30T15:02:45.079827,MSFT,NONE,NO TRADE,42,NEUTRAL,444.53,,,,,,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
NVDA_20260730T150335.442998,2026-07-30T15:03:35.442998,NVDA,NONE,NO TRADE,48,NEUTRAL,194.7,,,,,195.77,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
QQQ_20260730T150423.410069,2026-07-30T15:04:23.410069,QQQ,NONE,NO TRADE,48,NEUTRAL,680.18,,,,,681.16,,,,,no,yes,2026-07-31T12:30:41+00:00,,,,,,,NO_TRADE
