signal_id,signal_time,ticker,contract_type,strike,expiry_date,dte_label,confluence_score,posted,stock_at_signal,premium_at_signal,entry_trigger,stock_target,stop_level,entered_on_trigger,premium_at_trigger,stock_at_trigger,hit_target,hit_stop,premium_at_exit_ts,premium_path,premium_at_close,stock_at_close,pnl_signal_hold,pnl_signal_exit,pnl_trigger_hold,pnl_trigger_exit,pnl_premium_rule,premium_rule_outcome,status,last_update
QQQ_2026-08-21T11:45:03-04:00,2026-08-21T11:45:03-04:00,QQQ,CALL,717.0,2026-08-24,1DTE,62,,715.5,2.04,715.5,718.5,,no,,,no,no,,"[[""11:46"", 2.0], [""11:51"", 2.09], [""12:12"", 1.58], [""12:22"", 1.64], [""12:54"", 1.37], [""13:01"", 1.54], [""13:11"", 1.42], [""13:31"", 1.26], [""13:43"", 1.23]]",1.4,,-31.4,,,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
SPY_2026-08-21T11:46:01-04:00,2026-08-21T11:46:01-04:00,SPY,CALL,768.0,2026-08-24,1DTE,58,,767.5,1.71,767.5,769.5,,no,,,no,no,,"[[""11:46"", 1.71], [""11:51"", 1.75], [""12:12"", 1.31], [""12:22"", 1.31], [""12:54"", 1.12], [""13:01"", 1.23], [""13:11"", 1.15], [""13:31"", 0.98], [""13:43"", 0.88]]",1.0,,-41.5,,,,-30.0,STOP,DONE,2026-08-21T16:05:36-04:00
TSLA_2026-08-21T12:11:42-04:00,2026-08-21T12:11:42-04:00,TSLA,PUT,360.0,2026-08-24,1DTE,58,,356.34,3.95,356.34,354.0,,no,,,no,no,,"[[""12:12"", 3.9], [""12:22"", 3.18], [""12:54"", 3.02], [""13:01"", 2.83], [""13:11"", 3.08], [""13:31"", 2.96], [""13:43"", 2.91]]",2.2,,-44.3,,,,-44.3,CLOSE,DONE,2026-08-21T16:05:36-04:00
META_2026-08-21T12:22:20-04:00,2026-08-21T12:22:20-04:00,META,CALL,552.5,2026-08-24,1DTE,62,,551.0,4.03,551.0,554.0,,yes,4.65,552.38,no,no,,"[[""12:22"", 4.02], [""12:54"", 4.65], [""13:01"", 4.92], [""13:11"", 5.12], [""13:31"", 4.69], [""13:43"", 3.87]]",3.95,,-2.0,,-15.1,,-2.0,CLOSE,DONE,2026-08-21T16:05:36-04:00
MSFT_2026-08-21T13:43:11-04:00,2026-08-21T13:43:11-04:00,MSFT,PUT,482.5,2026-08-24,1DTE,62,,483.37,2.94,483.37,480.0,,yes,2.94,482.61,no,no,,"[[""13:43"", 2.94]]",2.17,,-26.2,,-26.2,,-26.2,CLOSE,DONE,2026-08-21T16:05:36-04:00
NVDA_2026-08-24T10:37:34-04:00,2026-08-24T10:37:34-04:00,NVDA,PUT,210.0,2026-08-28,1DTE,71,,210.63,6.17,210.63,207.0,,yes,6.1,209.58,no,no,,"[[""10:40"", 6.1], [""10:53"", 6.31], [""11:13"", 6.48], [""11:33"", 6.38], [""11:42"", 6.19], [""12:02"", 6.11], [""12:21"", 5.77], [""12:43"", 6.13], [""12:53"", 6.21], [""13:11"", 6.15], [""13:41"", 6.56], [""13:53"", 6.58]]",7.05,,14.3,,15.6,,14.3,CLOSE,DONE,2026-08-24T16:05:41-04:00
QQQ_2026-08-24T10:38:23-04:00,2026-08-24T10:38:23-04:00,QQQ,PUT,705.0,2026-08-25,1DTE,68,,704.08,2.45,704.08,701.5,,no,,,no,no,,"[[""10:40"", 2.41], [""10:53"", 2.37], [""11:13"", 2.51], [""11:33"", 1.97], [""11:42"", 1.54], [""12:02"", 1.55], [""12:21"", 1.28], [""12:43"", 1.47], [""12:53"", 1.38], [""13:11"", 1.3], [""13:41"", 1.8], [""13:53"", 1.72]]",1.79,,-26.9,,,,-30.0,STOP,DONE,2026-08-24T16:05:41-04:00
SPY_2026-08-24T10:39:10-04:00,2026-08-24T10:39:10-04:00,SPY,PUT,763.0,2026-08-25,1DTE,58,,763.19,1.53,763.19,761.0,,yes,1.49,763.07,no,no,,"[[""10:40"", 1.49], [""10:53"", 1.62], [""11:13"", 1.8], [""11:33"", 1.5], [""11:42"", 1.31], [""12:02"", 1.14], [""12:21"", 1.02], [""12:43"", 1.25], [""12:53"", 1.27], [""13:11"", 1.12], [""13:41"", 1.65], [""13:53"", 1.61]]",1.25,,-18.3,,-16.1,,-30.0,STOP,DONE,2026-08-24T16:05:41-04:00
AMZN_2026-08-24T11:31:35-04:00,2026-08-24T11:31:35-04:00,AMZN,CALL,262.5,2026-08-26,1DTE,62,,262.74,2.79,262.74,265.0,,yes,2.59,262.76,no,no,,"[[""11:33"", 2.54], [""11:42"", 2.72], [""12:02"", 2.59], [""12:21"", 2.69], [""12:43"", 2.81], [""12:53"", 2.8], [""13:11"", 2.5], [""13:41"", 2.08], [""13:53"", 2.29]]",2.34,,-16.1,,-9.7,,-16.1,CLOSE,DONE,2026-08-24T16:05:41-04:00
META_2026-08-24T11:32:26-04:00,2026-08-24T11:32:26-04:00,META,CALL,557.5,2026-08-26,1DTE,62,,557.5,5.63,557.5,561.0,,yes,6.51,557.52,no,no,,"[[""11:33"", 5.57], [""11:42"", 6.16], [""12:02"", 5.38], [""12:21"", 5.25], [""12:43"", 5.24], [""12:53"", 6.38], [""13:11"", 6.67], [""13:41"", 6.7], [""13:53"", 5.93]]",8.35,,48.3,,28.3,,48.3,CLOSE,DONE,2026-08-24T16:05:41-04:00
MSFT_2026-08-24T12:01:41-04:00,2026-08-24T12:01:41-04:00,MSFT,CALL,490.0,2026-08-26,1DTE,62,,490.0,4.22,490.0,492.5,,no,,,no,no,,"[[""12:02"", 4.21], [""12:21"", 3.73], [""12:43"", 3.75], [""12:53"", 3.65], [""13:11"", 3.7], [""13:41"", 3.27], [""13:53"", 3.29]]",3.22,,-23.7,,,,-23.7,CLOSE,DONE,2026-08-24T16:05:41-04:00
TSLA_2026-08-24T12:02:29-04:00,2026-08-24T12:02:29-04:00,TSLA,PUT,355.0,2026-08-26,1DTE,68,,356.0,4.3,356.0,351.5,,yes,4.29,355.94,no,no,,"[[""12:02"", 4.29], [""12:21"", 3.84], [""12:43"", 4.67], [""12:53"", 4.7], [""13:11"", 4.1], [""13:41"", 4.62], [""13:53"", 5.19]]",8.25,,91.9,,92.3,,91.9,CLOSE,DONE,2026-08-24T16:05:41-04:00
AAPL_2026-08-24T12:51:27-04:00,2026-08-24T12:51:27-04:00,AAPL,CALL,312.5,2026-08-26,1DTE,58,,313.0,2.74,313.0,314.5,,yes,2.55,313.21,no,no,,"[[""12:53"", 2.55], [""13:11"", 2.4], [""13:41"", 2.06], [""13:53"", 2.09]]",1.61,,-41.2,,-36.9,,-41.2,CLOSE,DONE,2026-08-24T16:05:41-04:00
AAPL_2026-08-25T10:31:38-04:00,2026-08-25T10:31:38-04:00,AAPL,PUT,310.0,2026-08-26,1DTE,68,,310.0,1.54,310.0,307.35,,yes,2.17,309.51,no,no,,"[[""10:38"", 1.65], [""10:42"", 1.71], [""10:51"", 2.17], [""11:21"", 2.19], [""11:31"", 2.02], [""11:47"", 1.86], [""11:51"", 2.07], [""12:01"", 1.92], [""12:56"", 1.67], [""13:11"", 1.81]]",1.97,,27.9,,-9.2,,27.9,CLOSE,DONE,2026-08-25T16:05:35-04:00
AMZN_2026-08-25T10:32:36-04:00,2026-08-25T10:32:36-04:00,AMZN,PUT,260.0,2026-08-26,1DTE,58,,261.0,1.31,261.0,258.8,,yes,1.39,260.74,no,no,,"[[""10:38"", 1.39], [""10:42"", 1.27], [""10:51"", 1.52], [""11:21"", 1.42], [""11:31"", 1.57], [""11:47"", 1.39], [""11:51"", 1.48], [""12:01"", 1.26], [""12:56"", 1.35], [""13:11"", 1.31]]",1.19,,-9.2,,-14.4,,-9.2,CLOSE,DONE,2026-08-25T16:05:35-04:00
MSFT_2026-08-25T10:36:25-04:00,2026-08-25T10:36:25-04:00,MSFT,PUT,487.5,2026-08-26,1DTE,58,,486.5,3.41,486.5,483.5,,no,,,no,no,,"[[""10:38"", 3.43], [""10:42"", 3.22], [""10:51"", 2.85], [""11:21"", 2.0], [""11:31"", 2.37], [""11:47"", 2.23], [""11:51"", 2.29], [""12:01"", 2.31], [""12:56"", 2.19], [""13:11"", 1.96]]",1.29,,-62.2,,,,-30.0,STOP,DONE,2026-08-25T16:05:35-04:00
SPY_2026-08-25T10:38:24-04:00,2026-08-25T10:38:24-04:00,SPY,PUT,764.0,2026-08-26,1DTE,58,,764.7,1.93,764.7,762.1,,yes,1.92,763.47,no,no,,"[[""10:38"", 1.92], [""10:42"", 1.98], [""10:51"", 2.17], [""11:21"", 1.69], [""11:31"", 1.58], [""11:47"", 1.73], [""11:51"", 1.77], [""12:01"", 1.48], [""12:56"", 1.44], [""13:11"", 1.58]]",1.31,,-32.1,,-31.8,,-32.1,CLOSE,DONE,2026-08-25T16:05:35-04:00
TSLA_2026-08-25T10:51:26-04:00,2026-08-25T10:51:26-04:00,TSLA,PUT,350.0,2026-08-26,1DTE,68,,350.93,3.77,350.93,344.5,,yes,3.67,350.32,no,no,,"[[""10:51"", 3.67], [""11:21"", 2.46], [""11:31"", 1.92], [""11:47"", 2.75], [""11:51"", 2.7], [""12:01"", 2.04], [""12:56"", 1.27], [""13:11"", 2.58]]",2.66,,-29.4,,-27.5,,-30.0,STOP,DONE,2026-08-25T16:05:35-04:00
TSLA_2026-08-25T11:21:33-04:00,2026-08-25T11:21:33-04:00,TSLA,CALL,355.0,2026-08-26,1DTE,58,,355.32,2.91,355.32,357.5,,yes,4.36,355.94,no,no,,"[[""11:21"", 2.87], [""11:31"", 3.75], [""11:47"", 2.42], [""11:51"", 2.52], [""12:01"", 3.29], [""12:56"", 4.36], [""13:11"", 2.36]]",1.69,,-41.9,,-61.2,,-41.9,CLOSE,DONE,2026-08-25T16:05:35-04:00
META_2026-08-25T11:41:29-04:00,2026-08-25T11:41:29-04:00,META,CALL,567.5,2026-08-26,1DTE,62,,566.0,4.0,566.0,572.0,,yes,4.34,566.6,no,no,,"[[""11:47"", 3.83], [""11:51"", 4.01], [""12:01"", 3.57], [""12:56"", 4.34], [""13:11"", 3.63]]",5.5,,37.5,,26.7,,37.5,CLOSE,DONE,2026-08-25T16:05:35-04:00
MSFT_2026-08-25T11:44:49-04:00,2026-08-25T11:44:49-04:00,MSFT,CALL,490.0,2026-08-26,1DTE,64,,489.5,2.94,489.5,492.5,,yes,2.69,489.79,no,no,,"[[""11:47"", 2.88], [""11:51"", 2.66], [""12:01"", 2.73], [""12:56"", 2.46], [""13:11"", 2.69]]",3.1,,5.4,,15.2,,5.4,CLOSE,DONE,2026-08-25T16:05:35-04:00
NVDA_2026-08-25T11:45:34-04:00,2026-08-25T11:45:34-04:00,NVDA,CALL,212.5,2026-08-28,1DTE,58,,211.8,5.54,211.8,214.0,,yes,5.96,212.39,no,no,,"[[""11:47"", 5.46], [""11:51"", 5.51], [""12:01"", 5.71], [""12:56"", 5.96], [""13:11"", 5.83]]",6.28,,13.4,,5.4,,13.4,CLOSE,DONE,2026-08-25T16:05:35-04:00
QQQ_2026-08-25T11:46:24-04:00,2026-08-25T11:46:24-04:00,QQQ,CALL,712.0,2026-08-26,1DTE,55,,711.0,2.2,711.0,713.0,,no,,,no,no,,"[[""11:47"", 2.17], [""11:51"", 2.12], [""12:01"", 2.31], [""12:56"", 2.02], [""13:11"", 1.73]]",1.81,,-17.7,,,,-17.7,CLOSE,DONE,2026-08-25T16:05:35-04:00
AMZN_2026-08-26T10:32:45-04:00,2026-08-26T10:32:45-04:00,AMZN,PUT,260.0,2026-08-28,1DTE,68,,259.0,3.03,259.0,257.0,,yes,3.27,258.69,no,no,,"[[""10:38"", 2.73], [""10:52"", 2.45], [""11:01"", 2.38], [""12:17"", 3.27], [""12:43"", 3.36], [""13:23"", 2.92], [""13:51"", 3.24]]",2.23,,-26.4,,-31.8,,-26.4,CLOSE,DONE,2026-08-26T16:05:33-04:00
NVDA_2026-08-26T10:35:45-04:00,2026-08-26T10:35:45-04:00,NVDA,PUT,210.0,2026-08-28,1DTE,72,,209.5,6.08,209.5,205.0,,no,,,no,no,,"[[""10:38"", 5.76], [""10:52"", 5.46], [""11:01"", 5.41], [""12:17"", 6.17], [""12:43"", 6.29], [""13:23"", 6.03], [""13:51"", 5.96]]",6.12,,0.7,,,,0.7,CLOSE,DONE,2026-08-26T16:05:33-04:00
TSLA_2026-08-26T10:36:51-04:00,2026-08-26T10:36:51-04:00,TSLA,PUT,345.0,2026-08-28,1DTE,72,,345.8,4.23,345.8,341.0,,yes,5.09,344.7,no,no,,"[[""10:38"", 4.28], [""10:52"", 5.03], [""11:01"", 5.5], [""12:17"", 5.27], [""12:43"", 5.06], [""13:23"", 4.06], [""13:51"", 4.08]]",4.03,,-4.7,,-20.8,,-4.7,CLOSE,DONE,2026-08-26T16:05:33-04:00
QQQ_2026-08-26T10:37:49-04:00,2026-08-26T10:37:49-04:00,QQQ,PUT,709.0,2026-08-27,1DTE,62,,709.5,3.42,709.5,704.5,,yes,3.62,708.91,no,no,,"[[""10:38"", 3.62], [""10:52"", 3.04], [""11:01"", 3.21], [""12:17"", 3.8], [""12:43"", 4.08], [""13:23"", 2.94], [""13:51"", 2.68]]",2.24,,-34.5,,-38.1,,-34.5,CLOSE,DONE,2026-08-26T16:05:33-04:00
META_2026-08-26T10:51:57-04:00,2026-08-26T10:51:57-04:00,META,CALL,585.0,2026-08-28,1DTE,62,,583.0,9.34,583.0,590.0,,yes,10.12,586.0,no,no,,"[[""10:52"", 10.08], [""11:01"", 10.12], [""12:17"", 5.6], [""12:43"", 5.32], [""13:23"", 5.47], [""13:51"", 5.84]]",4.8,,-48.6,,-52.6,,-30.0,STOP,DONE,2026-08-26T16:05:33-04:00
AAPL_2026-08-26T12:14:08-04:00,2026-08-26T12:14:08-04:00,AAPL,CALL,315.0,2026-08-28,1DTE,62,,313.5,2.05,313.5,315.5,,no,,,no,no,,"[[""12:17"", 2.04], [""12:43"", 1.64], [""13:23"", 1.82], [""13:51"", 1.69]]",2.66,,29.8,,,,29.8,CLOSE,DONE,2026-08-26T16:05:33-04:00
SPY_2026-08-26T12:16:31-04:00,2026-08-26T12:16:31-04:00,SPY,PUT,765.0,2026-08-27,1DTE,58,,765.5,2.62,765.5,763.5,,yes,2.69,765.04,no,no,,"[[""12:17"", 2.69], [""12:43"", 3.2], [""13:23"", 2.32], [""13:51"", 2.28]]",1.63,,-37.8,,-39.4,,-37.8,CLOSE,DONE,2026-08-26T16:05:33-04:00
MSFT_2026-08-26T13:20:25-04:00,2026-08-26T13:20:25-04:00,MSFT,CALL,495.0,2026-08-28,1DTE,57,,494.67,4.21,494.67,497.0,,no,,,no,no,,"[[""13:23"", 4.22], [""13:51"", 3.8]]",5.22,,24.0,,,,24.0,CLOSE,DONE,2026-08-26T16:05:33-04:00
MSFT_2026-08-27T10:33:55-04:00,2026-08-27T10:33:55-04:00,MSFT,CALL,505.0,2026-08-28,1DTE,62,,505.25,3.22,505.25,508.5,,yes,3.67,505.29,no,no,,"[[""10:39"", 3.3], [""10:43"", 3.34], [""10:51"", 3.3], [""11:03"", 2.44], [""11:11"", 2.65], [""11:33"", 1.29], [""11:42"", 1.62], [""11:52"", 1.27], [""12:04"", 1.24], [""12:11"", 1.5], [""12:43"", 2.92], [""12:53"", 3.02], [""13:03"", 3.01], [""13:11"", 3.27], [""13:31"", 2.73], [""13:41"", 3.67], [""13:51"", 3.23]]",3.2,,-0.6,,-12.8,,-30.0,STOP,DONE,2026-08-27T16:05:36-04:00
NVDA_2026-08-27T10:34:58-04:00,2026-08-27T10:34:58-04:00,NVDA,CALL,227.5,2026-08-28,1DTE,58,,226.5,1.63,226.5,229.5,,yes,2.23,226.96,yes,no,3.75,"[[""10:39"", 1.19], [""10:43"", 1.48], [""10:51"", 1.76], [""11:03"", 2.23], [""11:11"", 1.66], [""11:33"", 1.83], [""11:42"", 1.52], [""11:52"", 1.69], [""12:04"", 2.12], [""12:11"", 2.45], [""12:43"", 3.75], [""12:53"", 3.53], [""13:03"", 3.77], [""13:11"", 3.92], [""13:31"", 3.38], [""13:41"", 3.33], [""13:51"", 2.92]]",2.38,,46.0,130.1,6.7,68.2,55.0,TARGET,DONE,2026-08-27T16:05:36-04:00
QQQ_2026-08-27T10:35:58-04:00,2026-08-27T10:35:58-04:00,QQQ,CALL,719.0,2026-08-28,1DTE,62,,718.0,3.06,718.0,721.5,,yes,2.78,718.21,no,no,,"[[""10:39"", 2.78], [""10:43"", 2.63], [""10:51"", 3.07], [""11:03"", 3.31], [""11:11"", 3.39], [""11:33"", 2.96], [""11:42"", 2.67], [""11:52"", 2.69], [""12:04"", 3.41], [""12:11"", 2.84], [""12:43"", 3.76], [""12:53"", 3.69], [""13:03"", 3.77], [""13:11"", 3.9], [""13:31"", 3.48], [""13:41"", 3.41], [""13:51"", 3.04]]",3.42,,11.8,,23.0,,11.8,CLOSE,DONE,2026-08-27T16:05:36-04:00
SPY_2026-08-27T10:37:04-04:00,2026-08-27T10:37:04-04:00,SPY,CALL,771.0,2026-08-28,1DTE,62,,770.5,1.83,770.5,772.5,,yes,2.26,770.61,no,no,,"[[""10:39"", 1.69], [""10:43"", 1.77], [""10:51"", 2.03], [""11:03"", 2.19], [""11:11"", 2.26], [""11:33"", 2.12], [""11:42"", 1.98], [""11:52"", 2.08], [""12:04"", 2.4], [""12:11"", 2.14], [""12:43"", 2.85], [""12:53"", 2.89], [""13:03"", 2.92], [""13:11"", 3.17], [""13:31"", 2.85], [""13:41"", 2.87], [""13:51"", 2.49]]",2.0,,9.3,,-11.5,,55.0,TARGET,DONE,2026-08-27T16:05:36-04:00
TSLA_2026-08-27T10:38:10-04:00,2026-08-27T10:38:10-04:00,TSLA,CALL,357.5,2026-08-28,1DTE,58,,355.5,2.7,355.5,360.0,,no,,,no,no,,"[[""10:39"", 2.56], [""10:43"", 2.02], [""10:51"", 1.96], [""11:03"", 2.47], [""11:11"", 2.23], [""11:33"", 2.23], [""11:42"", 1.84], [""11:52"", 1.73], [""12:04"", 1.86], [""12:11"", 1.9], [""12:43"", 1.95], [""12:53"", 2.01], [""13:03"", 2.54], [""13:11"", 2.49], [""13:31"", 2.29], [""13:41"", 2.3], [""13:51"", 2.16]]",2.08,,-23.0,,,,-30.0,STOP,DONE,2026-08-27T16:05:36-04:00
META_2026-08-27T10:42:19-04:00,2026-08-27T10:42:19-04:00,META,PUT,572.5,2026-08-28,1DTE,76,,572.0,6.57,572.0,560.0,,yes,6.42,571.98,no,no,,"[[""10:43"", 6.68], [""10:51"", 6.22], [""11:03"", 6.4], [""11:11"", 6.42], [""11:33"", 6.7], [""11:42"", 6.19], [""11:52"", 5.75], [""12:04"", 5.42], [""12:11"", 5.33], [""12:43"", 6.68], [""12:53"", 6.24], [""13:03"", 5.96], [""13:11"", 6.32], [""13:31"", 6.12], [""13:41"", 5.8], [""13:51"", 6.17]]",6.55,,-0.3,,2.0,,-0.3,CLOSE,DONE,2026-08-27T16:05:36-04:00
AAPL_2026-08-27T11:52:20-04:00,2026-08-27T11:52:20-04:00,AAPL,CALL,315.0,2026-08-28,1DTE,68,,315.0,1.81,315.0,316.5,,yes,1.75,315.0,no,no,,"[[""11:52"", 1.79], [""12:04"", 1.93], [""12:11"", 1.65], [""12:43"", 1.73], [""12:53"", 1.78], [""13:03"", 1.75], [""13:11"", 2.0], [""13:31"", 2.0], [""13:41"", 1.64], [""13:51"", 1.68]]",1.19,,-34.3,,-32.0,,-34.3,CLOSE,DONE,2026-08-27T16:05:36-04:00
AAPL_2026-08-28T10:31:39-04:00,2026-08-28T10:31:39-04:00,AAPL,CALL,317.5,2026-08-31,1DTE,62,,317.82,1.67,317.82,319.0,,yes,3.69,319.08,yes,no,3.69,"[[""10:38"", 1.98], [""10:42"", 2.23], [""10:54"", 3.71], [""11:03"", 4.07], [""11:12"", 3.71], [""11:22"", 4.32], [""11:31"", 5.34], [""11:45"", 4.88], [""11:54"", 4.65], [""12:03"", 4.82], [""12:11"", 4.55], [""12:52"", 4.15], [""13:03"", 3.9], [""13:13"", 3.88], [""13:23"", 3.25]]",3.15,,88.6,121.0,-14.6,0.0,55.0,TARGET,DONE,2026-08-28T16:05:34-04:00
AMZN_2026-08-28T10:32:37-04:00,2026-08-28T10:32:37-04:00,AMZN,CALL,262.5,2026-08-31,1DTE,58,,261.5,1.46,261.5,263.5,,yes,2.21,262.51,yes,no,3.52,"[[""10:38"", 1.74], [""10:42"", 2.21], [""10:54"", 3.52], [""11:03"", 4.28], [""11:12"", 4.22], [""11:22"", 4.43], [""11:31"", 5.05], [""11:45"", 4.93], [""11:54"", 3.99], [""12:03"", 3.99], [""12:11"", 4.75], [""12:52"", 4.08], [""13:03"", 3.62], [""13:13"", 3.64], [""13:23"", 3.75]]",4.12,,182.2,141.1,86.4,59.3,55.0,TARGET,DONE,2026-08-28T16:05:34-04:00
MSFT_2026-08-28T10:34:35-04:00,2026-08-28T10:34:35-04:00,MSFT,CALL,512.5,2026-08-31,1DTE,58,,511.5,2.77,511.5,514.5,,yes,4.67,513.78,yes,no,4.84,"[[""10:38"", 3.08], [""10:42"", 3.12], [""10:54"", 4.67], [""11:03"", 4.84], [""11:12"", 4.52], [""11:22"", 5.01], [""11:31"", 4.88], [""11:45"", 4.66], [""11:54"", 4.98], [""12:03"", 4.75], [""12:11"", 5.61], [""12:52"", 6.06], [""13:03"", 5.95], [""13:13"", 6.45], [""13:23"", 6.17]]",3.92,,41.5,74.7,-16.1,3.6,55.0,TARGET,DONE,2026-08-28T16:05:34-04:00
QQQ_2026-08-28T10:37:30-04:00,2026-08-28T10:37:30-04:00,QQQ,CALL,722.0,2026-08-31,1DTE,63,,721.5,2.66,721.5,725.0,,yes,2.84,721.52,no,no,,"[[""10:38"", 2.79], [""10:42"", 2.84], [""10:54"", 3.79], [""11:03"", 3.79], [""11:12"", 3.02], [""11:22"", 3.05], [""11:31"", 3.45], [""11:45"", 2.11], [""11:54"", 1.52], [""12:03"", 1.26], [""12:11"", 1.47], [""12:52"", 1.17], [""13:03"", 0.81], [""13:13"", 0.81], [""13:23"", 0.77]]",0.52,,-80.5,,-81.7,,-30.0,STOP,DONE,2026-08-28T16:05:34-04:00
SPY_2026-08-28T10:38:27-04:00,2026-08-28T10:38:27-04:00,SPY,CALL,773.0,2026-08-31,1DTE,63,,772.5,2.0,772.5,775.0,,yes,2.04,772.79,yes,no,3.2,"[[""10:38"", 1.94], [""10:42"", 2.04], [""10:54"", 3.2], [""11:03"", 3.21], [""11:12"", 2.57], [""11:22"", 2.86], [""11:31"", 3.04], [""11:45"", 1.96], [""11:54"", 1.5], [""12:03"", 1.37], [""12:11"", 1.42], [""12:52"", 1.08], [""13:03"", 0.76], [""13:13"", 0.71], [""13:23"", 0.68]]",0.55,,-72.5,60.0,-73.0,56.9,55.0,TARGET,DONE,2026-08-28T16:05:34-04:00
META_2026-08-28T10:53:27-04:00,2026-08-28T10:53:27-04:00,META,CALL,590.0,2026-08-31,1DTE,62,,589.57,4.83,589.57,597.0,,no,,,no,no,,"[[""10:54"", 5.69], [""11:03"", 3.92], [""11:12"", 3.75], [""11:22"", 3.29], [""11:31"", 3.43], [""11:45"", 2.2], [""11:54"", 1.52], [""12:03"", 1.44], [""12:11"", 1.34], [""12:52"", 1.19], [""13:03"", 1.15], [""13:13"", 1.2], [""13:23"", 1.21]]",1.06,,-78.1,,,,-30.0,STOP,DONE,2026-08-28T16:05:34-04:00
NVDA_2026-08-28T11:02:36-04:00,2026-08-28T11:02:36-04:00,NVDA,CALL,227.5,2026-08-31,1DTE,58,,228.0,1.61,228.0,229.8,,no,,,no,no,,"[[""11:03"", 1.57], [""11:12"", 0.95], [""11:22"", 0.89], [""11:31"", 0.95], [""11:45"", 0.68], [""11:54"", 0.57], [""12:03"", 0.45], [""12:11"", 0.49], [""12:52"", 0.41], [""13:03"", 0.24], [""13:13"", 0.27], [""13:23"", 0.24]]",0.12,,-92.5,,,,-30.0,STOP,DONE,2026-08-28T16:05:34-04:00
TSLA_2026-08-28T11:03:24-04:00,2026-08-28T11:03:24-04:00,TSLA,CALL,355.0,2026-08-31,1DTE,62,,355.0,3.1,355.0,358.5,,no,,,no,no,,"[[""11:03"", 3.23], [""11:12"", 3.12], [""11:22"", 2.54], [""11:31"", 2.23], [""11:45"", 1.65], [""11:54"", 1.29], [""12:03"", 1.28], [""12:11"", 1.34], [""12:52"", 1.02], [""13:03"", 0.82], [""13:13"", 0.8], [""13:23"", 0.82]]",0.88,,-71.6,,,,-30.0,STOP,DONE,2026-08-28T16:05:34-04:00
NVDA_2026-08-28T11:42:23-04:00,2026-08-28T11:42:23-04:00,NVDA,PUT,222.5,2026-08-31,1DTE,62,,222.5,1.9,222.5,220.4,,yes,2.5,222.42,yes,no,4.61,"[[""11:45"", 1.94], [""11:54"", 2.5], [""12:03"", 3.09], [""12:11"", 3.04], [""12:52"", 3.27], [""13:03"", 4.61], [""13:13"", 4.77], [""13:23"", 4.63]]",5.53,,191.1,142.6,121.2,84.4,55.0,TARGET,DONE,2026-08-28T16:05:34-04:00
TSLA_2026-08-28T11:43:19-04:00,2026-08-28T11:43:19-04:00,TSLA,PUT,350.0,2026-08-31,1DTE,72,,349.5,3.44,349.5,346.45,,yes,4.18,348.93,yes,no,5.33,"[[""11:45"", 3.59], [""11:54"", 4.18], [""12:03"", 4.46], [""12:11"", 4.05], [""12:52"", 4.51], [""13:03"", 5.33], [""13:13"", 5.46], [""13:23"", 5.34]]",4.42,,28.5,54.9,5.7,27.5,55.0,TARGET,DONE,2026-08-28T16:05:34-04:00
AAPL_2026-08-31T10:31:59-04:00,2026-08-31T10:31:59-04:00,AAPL,PUT,315.0,2026-09-02,1DTE,72,yes,314.9,2.22,314.9,313.0,,yes,2.32,314.77,no,no,,"[[""10:38"", 2.33], [""11:02"", 2.0], [""11:45"", 2.34], [""11:51"", 2.25], [""12:01"", 2.44], [""12:12"", 2.62], [""12:31"", 2.72], [""12:41"", 3.19], [""12:53"", 2.89], [""13:11"", 2.98], [""13:22"", 2.69], [""13:41"", 2.62], [""13:51"", 2.49]]",1.52,317.23,-31.5,,-34.5,,-31.5,CLOSE,DONE,2026-08-31T16:05:38-04:00
AMZN_2026-08-31T10:32:59-04:00,2026-08-31T10:32:59-04:00,AMZN,PUT,260.0,2026-09-02,1DTE,72,yes,260.0,2.31,260.0,257.5,,no,,,no,no,,"[[""10:38"", 2.25], [""11:02"", 1.81], [""11:45"", 1.69], [""11:51"", 1.65], [""12:01"", 1.81], [""12:12"", 1.64], [""12:31"", 1.79], [""12:41"", 1.79], [""12:53"", 1.65], [""13:11"", 1.64], [""13:22"", 1.65], [""13:41"", 1.71], [""13:51"", 1.58]]",2.58,259.93,11.7,,,,-30.0,STOP,DONE,2026-08-31T16:05:38-04:00
META_2026-08-31T10:33:59-04:00,2026-08-31T10:33:59-04:00,META,PUT,567.5,2026-09-02,1DTE,72,yes,570.0,5.08,570.0,562.0,,no,,,no,no,,"[[""10:38"", 4.67], [""11:02"", 4.4], [""11:45"", 4.02], [""11:51"", 3.98], [""12:01"", 4.25], [""12:12"", 4.11], [""12:31"", 4.21], [""12:41"", 4.1], [""12:53"", 4.08], [""13:11"", 4.42], [""13:22"", 4.04], [""13:41"", 3.96], [""13:51"", 3.93]]",3.53,572.91,-30.5,,,,-30.5,CLOSE,DONE,2026-08-31T16:05:38-04:00
